Author;Date;Reaction;Comment
مواطن مغربي;الخميس 14 دجنبر 2023 - 08:16;6;"يطرح إضراب الأطباء والأساتذة إشكالا أخلاقيا كبيرا مسكوتا عنه،فكلتا الفئتين تتخذ من أشخاص ضعفاء ورقة ضغط لتحقيق مطالبها العادلة،لكن ماذا ذنب المريض في صراع الطبيب،وما ذنب التلميذ في نزاع الأستاذ.
الوضع أشبه ما يكون بما نشاهده في الأفلام عندما تحتجز جماعة ما(أحيانا أفراد عصابة) مجموعة من المدنيين كرهائن لإجبار حكومة ما على تحقيق مطالبهم المشروعة أو غير المشروعة.
الإضراب حق مشروع،لكن تحت مقولة:لا ضرر ولا ضرار.
_ الإضراب ينبغي ألا يتجاوز ثلاثة أيام كحد أقصى.
_وينبغي تكييف استعمالات الزمن وتعديلها بحيث تركز على التعلمات الأساس التي سيمتحن فيها التلاميذ.
_وينبغي إجراء الفروض والامتحانات في وقتها وتسليم النقط للإدارة.
فهذه الأمور حق للتلميذ لا يمكن إطلاقا مصادرته تحت أية ذريعة.وإذا تم الإخلال بها فإن النضال يضيع البوصلة،ويصير عبثا بمستقبل الوطن والمواطنين،ويفقد المطالبون تدريجيا التعاطف الشعبي مع قضاياهم."
خليد;الخميس 14 دجنبر 2023 - 08:20;7;"يجب على الدولة تعويض هؤلاء رؤؤس الحربة (التنسيقيات ) وكذا المضربين لي راسهوم سخون بزاف بأساتذة جدد .
فضياع 7 ملايين تلميذ هكذا لايكون إلآ من ليس لهم ضمير حي .
فاتقوا الله في أولاد الشعب فذات يوم كنتم وكنتن بمثل سنهم، والأولى أن لا تأكلوا مال بدون موجب حق ."
النسبة;الخميس 14 دجنبر 2023 - 08:39;3;وكم هي نسبة حضور التلاميذ في الاقسام ؟ ايها العباقرة الضعفاء الغافلين المغفلين ؟ وكم هي حجم الدروس التي ضاعت منهم ؟ ومن سيتولى استداركها؟ ابنتم عن نواياكم الخبيثة وراءحتكم زكمت الانوف
بادو;الخميس 14 دجنبر 2023 - 09:20;7;مقولة ” كاد المعلم ان يكون رسولا ” انتهت صلاحيتها ولم يعد لها نطاق على المستوى الوطني… لان الفوضوية هي المبدأ وان مبدأ التبجيل كاد وان لم اقل انتهى وان الرسالة النبيلة التي من اجلها خلق المعلم اصبحت في خبر كان.
الخوف ،من،تازمامارت،،وفلاقاتها;الخميس 14 دجنبر 2023 - 10:39;11;سؤال،،للاساتدة،،و المعلمين،،والنقابات،،والتنسيقات،،،لمادا لم يكن الاطراب،،والاحتجاجات،،وعرقلة السير،،،،في زمان الراحل وزير الداخلية،،ادريس البصري،،
APOCALYPSE;الخميس 14 دجنبر 2023 - 11:39;-7;ماعندكم لا ضمير ولا إنسانية شنو بغيتوه يدير لكم هاد الاستاد، وا واكلينو فالحق ديالو وبغاو يخليو النظام الأساسي بلهلا إطريه ليك، مابغيناش داك الصداقة ديالكم وا بغينا الكرامة فهمتي ولا لا، دوك المطالب الخبزية سير ضحك بيها على راسك، هاد النضال فصالح الجميع من أجل مجانية التدريس، باش تولي المدرسة العمومية عندها قيمة، في فرنسا مثلا مكاينش شي حاجا سميتها مدرسة خاصة، كي ولد الوزير كي العساس، ونتا سير تكلف و تسلف باش تقريه عند برلماني كي يستتمر فالخاص، راكم غا نتوما الي ضايعين
مواطن2;الخميس 14 دجنبر 2023 - 13:45;0;ما سمي بالاصلاحات السابقة ونظام التعاقد في التعليم بصفة خاصة من الاخطاء الفاذحة التي قامت بها الحكومة السايقة ومن قبلها . وما يجري حاليا في هذا الميدان هو نتيجة حتمية لتلك التشريعات …لا اقلل من شان احد لكن الانتقال من سلم الى سلم اعلى بالاقدمية ونظام التعاقد في التعليم والقبول بسن تجاوز ال40 بدون اي تكوين وبشواهد لم تقبل في اي ميدان لابد ان ينتج عنه ما نشاهده حاليا..وبالاخص لما كثر عددهم..واصبحوا يمثلون اغلبية رجال التعليم العاملين..على الاقل كان على من سن قانون التعاقد ان يجعله لمدة محدودة فقط قصد تهييء جيل من رجال التعليم بتكوينهم في مراكز تخصص لهذا الغرض بالاعداد الكافية على ان لا يقل التكوين لأصحاب الاجازة عن سنتين او ثلاث..وبعد نهاية التكوين لابد من امتحان التخرج والكفاءة المهنية بعدها يرسم في الوظيفة العمومية..هؤلاء استغلوا كثرتهم حتى اصبحوا يطالبون بالمستحيل..وهم على يقين بان المستحيل سيتقق بكثرتهم وبالاضراب حتى ولو استمر لشهور. اما التلاميذ واوليائهم فالى الجحيم.
أب وأم تلميذ وتلميذة;الخميس 14 دجنبر 2023 - 15:02;4;"من القائل
قم للمعلم وفيه التبجيلا كاد المعلم ٱن يكون رسولنا.
الجواب
مسيلمة الكذاب."
driss;الخميس 14 دجنبر 2023 - 17:27;4;الاجر مقابل العمل والمردودية مقابل الترقية والحوار مقابل الرجوع الى الاقسام
مهتم;الخميس 14 دجنبر 2023 - 18:03;6;لن نسامحكم الى يوم القيامة الله ياخد فيكم الحق لستم اهلا لتلك المهمة
لا حول ولاقوة الابالله;الخميس 14 دجنبر 2023 - 20:32;0;النجاح لا يقاس بالنسب إنما ما تحقق لا شئ والو نا مخا التلاميذ من هذا لنفترض ان الحكومة لم تستجيب ؟؟؟
ولد شعب;الخميس 14 دجنبر 2023 - 20:52;2;"عصابات التعليم تضع التلميذ رهينة
عصابات التعليم تضع التلميذ رهينة"
متقاعد;الجمعة 15 دجنبر 2023 - 23:57;0;فعل الوزيرة المسؤله ان تجتمع مع إباء و أولياء التلميد و يجعل هده السنة بيضاء. ويقمون بتكوين جيل جديد من الاساتد المحترمين و دي كفاءه و من خيار التلاميد المتفوقين او مزجين لهم صمت ممتازة . و طرد هدا الخون للوطن و حسبنا الله ونعم الوكيل في هده الشردمة من البشر الدي لا يفكون إلا في أنفسهم . الترقية الزيارة و ام العمل و الجد ،لا يفكرون فيه.و مصلحة التلاميد لا تهمهم
عبد الرحمان;السبت 16 دجنبر 2023 - 07:31;0;السلام عليكم ورحمة الله. كاين اللي مستعد يخدم وانا واحد منهم خاص غا الوزارة تتخذ قرار بفصل جميع الأساتذة المضربين وكاينين الشباب موجودين دوك اللي قصاهم بنموسى بسبب السن
٠علي;الأحد 17 دجنبر 2023 - 20:13;0;الأساتذة شبعوا خبز وبغاوا المشاكل لهذا البلد رغم أن اغلبهم ياكل الحرام لأنه فيش في العمل
علي;الأحد 17 دجنبر 2023 - 20:21;0;اسألهم هل عن الوقت الضائع ليس في الإضراب ولكن في المكتب والهاتف والساحة وشرب الشاي والتجمع والضحك مع المفتش والمدير والحارس والتلاميذ في الأقسام أو الساحة والتاخر في الدخول والغياب المستور والخروج قبل الوقت و…. النتيجة الأمية ولم تشعروا تريدون5000dh والله يلزمكم المراقبة من شرفاء الداخلية أو أطر القطاع الخاص
Author;Date;Reaction;Comment
شاهيناز;الخميس 28 دجنبر 2023 - 16:04;84;اعتقد انه حان الوقت للجلوس مع التنسيقيات لانها هي التي تمثل الاساتذة والاستغناء عن النقابات لانها لا تمثل الا نفسها
مغربي;الخميس 28 دجنبر 2023 - 16:06;158;وجب الفصل من العمل لكل مضرب بغا أتخلص او ميخدمش مصاب غير شي قراية زوينة لمخير فيهم خاصو إعادة تكوين ميستاهلوش إسم أستاذ
